	('0d1ea2b2b79c42cba461351377aec42a00650fcfa1c44cda8eb5a7f9d1ceb3f6','999',NULL,'c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','999','http://localhost:8081/ws/ws/dataOutport?wsdl','A','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 09:43:48.0','admin','2016-11-25 15:28:02.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('065d6b76e93a4cb69888c46f1c85d2563c868201cdde4208964f4af03cfd4e1c','nnn','Y','838130b2feb64462b4c866dfff556d67ea76affad19d40479014db0314b0f8a5','nnn','http://localhost:8081/ws/ws/dataOutport?wsdl',NULL,'548879f423ab47a8ad3498aeff31c8a1','2016-11-02 13:30:58.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-02 13:30:58.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('5c40ff173a3c4e7692b73d8968d599adc5909dbee59d4dc8b9b49b4cba7450dc','aa','ws','838130b2feb64462b4c866dfff556d67ea76affad19d40479014db0314b0f8a5','aaaa','http://localhost:8081/ws/ws/dataOutport?wsdl',NULL,'548879f423ab47a8ad3498aeff31c8a1','2016-11-04 09:18:06.0','admin','2016-11-16 09:23:19.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('47801a19ce854c17bf253e73df66e6e67808aa3371d24e468d13cdcf80e6a134','555',NULL,'c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','555','http://localhost:8081/ws/ws/dataOutport?wsdl',NULL,'548879f423ab47a8ad3498aeff31c8a1','2016-11-04 09:44:04.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 09:44:04.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('20ef1dfa16464a29a2d1b4528bb72161f8d18c3b85f949d3b9bd9ba11a30684c','aa',NULL,'2fb84f604b2848329f09df52a269cc0ab896fdb3b43f4dc4aa1b12b381ed7362','aa','http://localhost:8081/ws/ws/dataOutport?wsdl','A','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 09:45:49.0','admin','2016-11-25 15:26:26.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('9abe8773770b44a2aed175015d32583a896a0f74928d4ae8a1b54cd406902976','12212',NULL,'838130b2feb64462b4c866dfff556d67ea76affad19d40479014db0314b0f8a5','12121212','http://localhost:8081/ws/ws/dataOutport?wsdl',NULL,'548879f423ab47a8ad3498aeff31c8a1','2016-11-04 09:46:51.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 09:56:36.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('2148367aad0e41539bd08860b31e7d8f07f65cee68784ca08070efe8e78de123','bbb','ws','838130b2feb64462b4c866dfff556d67ea76affad19d40479014db0314b0f8a5','aaaab','http://localhost:8081/ws/ws/dataOutport?wsdl',NULL,'548879f423ab47a8ad3498aeff31c8a1','2016-11-04 09:50:33.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 09:50:33.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('79880830ae614fb79ef5b916da7e304917f3f3b07ecc42e0ac629477efdf54cc','bbb','ws','2fb84f604b2848329f09df52a269cc0ab896fdb3b43f4dc4aa1b12b381ed7362','aaaab','http://localhost:8081/ws/ws/dataOutport?wsdl',NULL,'548879f423ab47a8ad3498aeff31c8a1','2016-11-04 10:00:28.0','admin','2016-11-25 15:24:38.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('b7c4854e53da482691ea652727bd79f498aa30f5f1af4564b457346d2d9efacf','N2',NULL,'c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','N2','http://localhost:8081/ws/ws/dataOutport?wsdl',NULL,'548879f423ab47a8ad3498aeff31c8a1','2016-11-04 10:01:13.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 12:34:43.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('27ea4f144e994547808f7a71e75d407e42fe2714e36d44ec80b1cbc6dc865e34','N1','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','N1','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-11-07 09:25:30.0','admin','2016-11-16 14:10:12.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('28144860fee349f08eae98932d5f3dc29f65990981f24657929a5cc788ef8f5a','N2','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','N2','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-11-07 09:25:46.0','admin','2016-11-07 10:04:20.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('1aa89fa0ade04cb3a125e925151cfd040573d4e893754d26a16d95119c5bfad3','N3','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','N3','http://localhost:8081/ws/ws/dataOutport?wsdl','A','admin','2016-11-07 09:25:55.0','admin','2016-11-08 11:47:32.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('0df13918ea6d447d90691ffa11da4ffb436233952b3d432e801d8c25f2de5eb2','N4','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','N4','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-11-07 09:26:08.0','admin','2016-11-08 11:47:31.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('8b3a4032319b4500a93e771132890e93724fcdbe9cd241e58e0b2ca083418a81','N5','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','N5','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-11-07 09:26:18.0','admin','2016-11-08 11:47:30.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('218fe16271c342b59208f56072fc0a6e0384e40fcd4647889fca1958bf65d8bb','N6x',NULL,'247d767ca9754ad3a53e8b7bec2b41e7b5147ed4928d486498c39efc12ba5038','N6','http://localhost:8081/ws/ws/dataOutport?wsdl','A','admin','2016-11-07 09:26:32.0','admin','2017-01-10 06:42:39.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('7ee57740b6004304bcc51e75a3d720febef27ebc3dbe42b0b8f0fc7db4799476','N9','ws','247d767ca9754ad3a53e8b7bec2b41e7b5147ed4928d486498c39efc12ba5038','N9','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-11-07 09:40:54.0','admin','2016-12-22 05:53:17.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('1716e2c37197459e8c428a9ddaa9204e85ec5187a6964883b341d99f8f2d1b54','aa','ws','a8397c434b884d3faa418eefdec0302d8feff2aedc494bf7b1a4dbdcf50903d1','fg','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-11-07 12:52:43.0','admin','2016-11-07 14:53:08.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('a87de1279ddf4e05ae6236fe22d1762d3c71002b13064ce3a23d367643ceffea','jjhh','ws','a8397c434b884d3faa418eefdec0302d8feff2aedc494bf7b1a4dbdcf50903d1','hjhjhjhjh','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-11-07 13:50:51.0','admin','2016-11-16 14:10:00.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('1449ec83cabc4df69f7bb0aa5a08222540be6eccf34849f7983f5d88f68111c2','爱的色放','ws','613cecd4e16348549059f9bab374435f24cdf187a0dc4edeafb06e78def61abd','阿道夫','http://localhost:8081/ws/ws/dataOutport?wsdl','A','admin','2016-11-07 14:48:10.0','admin','2016-11-07 17:49:38.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('ca50c2a8eeea40b5ab0e69ccbcfa1b466ebbc95b3d524c979c11a7c974f0a7c4','而阿斯钢','ws','fc8e733adbf1416892c77cd108a6eee2635c0721b2fe4c2eb287aa8fab7b9ef1','阿斯顿法国','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-11-07 15:01:31.0','admin','2016-11-16 14:09:58.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('df3d0f1d0ad14642bafe444101fea72bd533c0458a7d4970806ef6ce0c4fdf94','试一试','ws','5698d45ad8df4ecda7dfcdbecc4ee2c99014fac255204f91a972d545c4498891','飒飒飒飒','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-11-11 15:39:35.0','admin','2016-11-16 14:09:51.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('4143e3c39575471c877ea7a4c4a133847a4b2679d08f44438ca3bae7778648eb',NULL,NULL,NULL,NULL,'http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-11-23 11:18:43.0','admin','2016-11-29 17:00:12.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('d109d6df1be94a97b8cf371e885dd4bcdd8fdc5017e444f09bded25fabb1e4b1','aaaaaaaaaaaaaaaaaa','ws','4f279d7cff11447a8d3dc1a6dde198e9f287e9161bac4850aeccb57597f78834','aaaaaaaaaaaaaaaaaaaaaaaaaaassssssssssssssssssssssssssssddddddddddddddddddfffffffffffffffdddddddddddddffffffffffffffffddddddddddddddddd','http://localhost:8081/ws/ws/dataOutport?wsdl','A','admin','2016-11-24 16:53:52.0','admin','2016-12-02 16:50:52.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('4486d6f7594f4bd89c49133141fa28843b7ff760193a47dbb7b8dd3414b685e8','表导入','di','f3987df2685445dda7bc14dd6cb366839a71480a19a04466a03bc2c6d69f5ec6','导入表结构','http://localhost:8081/ws/ws/dataOutport?wsdl','A','admin','2016-12-20 05:50:34.0','admin','2016-12-20 05:53:44.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('13ed84e1e5ec46cdac080623800f1a7906a11c19dda34338b420ceddf8754799','操作日志_name','ds','065cbbfc00fd4b50b7a4de920ae7bdec8d7308d7e8ca4493a3ca418c5c86c1f8','uu','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-12-20 06:17:44.0','admin','2016-12-21 15:22:35.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('6aa3be7ebf4143d999e9eafdf45613e9b12adc4476fd419d90367fa0d1d686d8','操作日志_name','ds','065cbbfc00fd4b50b7a4de920ae7bdec8d7308d7e8ca4493a3ca418c5c86c1f8','uu','http://localhost:8081/ws/ws/dataOutport?wsdl','A','admin','2016-12-20 06:18:15.0','admin','2016-12-21 15:50:36.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('603979312179456dacd832098465a30061441ac3b9f34d81a3c167fa03ffa117','student_imformation',NULL,'065cbbfc00fd4b50b7a4de920ae7bdec8d7308d7e8ca4493a3ca418c5c86c1f8','学生信息','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-12-20 06:57:25.0','admin','2016-12-20 06:58:04.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('6a0e3e1a2df24287a993548d6244c3640a099d8552fd4c23b6fe35ee3e2d3b65','develop',NULL,'964fe30e137941e4967734960c24849e2ceb7d6a47f34f209f91775376064a9f','发布验证','http://localhost:8081/ws/ws/dataOutport?wsdl',NULL,'admin','2016-12-20 07:07:41.0',NULL,'2016-12-20 07:07:41.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('5493ee1539ff4b668f91cc0b27521eeff5a345c7f12345f7b52a4dcd141865ee','天天','ds','48467a1250e64830b1fd32dfc0d40035cb3a4357ba794950ad2f56fb36e14be0','天天','http://localhost:8081/ws/ws/dataOutport?wsdl','A','admin','2016-12-20 07:39:51.0','admin','2016-12-20 07:39:51.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('b5527241a8694b4dac39102cb2d14ce0d3e7164085344f8e8ce1d2992bbd4d29','aaabbb',NULL,'065cbbfc00fd4b50b7a4de920ae7bdec8d7308d7e8ca4493a3ca418c5c86c1f8','aaaaa','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-12-21 17:33:11.0','admin','2016-12-22 06:56:27.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('aaf98e094d1a43c9af2640a890136c377767d0a9278945438f427614d76f8969','基地面积','ds','a86c00f63d19437c8924cb20c9424df1a79f12f74c5148c6bf476b518965e4cb','http://192.168.21.245','http://localhost:8081/ws/ws/dataOutport?wsdl','A','admin','2016-12-23 02:11:08.0','admin','2016-12-23 02:20:42.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('95c2e66e8db84b1f9527028ce2e97ba3022ccef4c4de4d8aaf0949424bc1f93f','基地面积','ds','a86c00f63d19437c8924cb20c9424df1a79f12f74c5148c6bf476b518965e4cb','http://192.168.21.24','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-12-23 02:11:36.0','admin','2016-12-23 02:11:57.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('f550cae904bd4ef9a4ff2eacdaa951d457a6ca877e0b4dc48f1d0289758bad17','cangkuziyuan',NULL,'7ee84d11d4fc45b2844be4d637b334f6b5730d7fa8c54c96ac7ec724110c8b09','仓库资源','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-12-23 02:18:49.0','admin','2017-01-10 17:11:31.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('c27937f4926b4983be7d5633c60d1f1c05c3faae49964052835f6b9ea9d4ddc8','aaa','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','aaa','http://localhost:8081/ws/ws/dataOutport?wsdl','A','548879f423ab47a8ad3498aeff31c8a1','2016-11-03 10:51:55.0','admin','2016-11-16 14:09:35.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('15153e7feee6492c96b60996bd8b62f28676520687b64ff19df7d412db6c94a0','yyyyyyu',NULL,'2fb84f604b2848329f09df52a269cc0ab896fdb3b43f4dc4aa1b12b381ed7362','aaaa','http://localhost:8081/ws/ws/dataOutport?wsdl','A','548879f423ab47a8ad3498aeff31c8a1','2016-11-03 11:08:27.0','admin','2016-11-25 11:43:24.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('22d3eed53edb40bdbf9fc1e8886bdd2db026dc66c11c4fa5a80541039500a315',NULL,NULL,'c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d',NULL,'http://localhost:8081/ws/ws/dataOutport?wsdl','N','548879f423ab47a8ad3498aeff31c8a1','2016-11-03 17:30:58.0','admin','2016-11-29 10:32:36.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('797c39533efb4e518f198d23c460de45e760ea5286884da48f607de74376d366','999',NULL,'838130b2feb64462b4c866dfff556d67ea76affad19d40479014db0314b0f8a5','999','http://localhost:8081/ws/ws/dataOutport?wsdl',NULL,'548879f423ab47a8ad3498aeff31c8a1','2016-11-03 17:33:34.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-03 17:33:34.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('68e8d428d8544bfd86ac57099c58e5802956dd4003704a9c860486f3f5867656','888',NULL,'838130b2feb64462b4c866dfff556d67ea76affad19d40479014db0314b0f8a5','888','http://localhost:8081/ws/ws/dataOutport?wsdl',NULL,'548879f423ab47a8ad3498aeff31c8a1','2016-11-03 17:33:56.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-03 17:33:56.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('d309e0ac60c2482cac2e7ebb3ba61a2887909d71402f4a039b579fc36cc9e10d','ttt',NULL,'2fb84f604b2848329f09df52a269cc0ab896fdb3b43f4dc4aa1b12b381ed7362','ttt','http://localhost:8081/ws/ws/dataOutport?wsdl','A','548879f423ab47a8ad3498aeff31c8a1','2016-11-03 17:52:09.0','admin','2016-11-25 15:26:24.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('868b5fa4d4e14123b8c2bb906e9ccde22bf252f30e534c62ad92a106ae92fba3','33',NULL,'838130b2feb64462b4c866dfff556d67ea76affad19d40479014db0314b0f8a5','33','http://localhost:8081/ws/ws/dataOutport?wsdl',NULL,'548879f423ab47a8ad3498aeff31c8a1','2016-11-03 17:53:06.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 09:39:24.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('f90e43b664bc4fecb81d03858aa6695755f3d5242bff497f9ccebe570287c5ec','======',NULL,'2fb84f604b2848329f09df52a269cc0ab896fdb3b43f4dc4aa1b12b381ed7362','====','http://localhost:8081/ws/ws/dataOutport?wsdl','A','548879f423ab47a8ad3498aeff31c8a1','2016-11-03 18:09:26.0','admin','2016-11-25 15:26:25.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('da3994de1dfb4f6fadc0f0aecbe2068ec918feb4e1104eed9a1c26f9adf8a1d1','-----','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','--------','http://localhost:8081/ws/ws/dataOutport?wsdl','Y','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 13:41:08.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 13:41:49.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('9321c190cb1e4d69b572e22ad332a8d670992797777b4693a50dcbaff51ab9c4','111111','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','11111111111','http://localhost:8081/ws/ws/dataOutport?wsdl','Y','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 13:43:13.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 13:43:13.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('564a348c0d23443ab78cdc724f0746bce2064640e9d44045a78ce5687f891970','222','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','2','http://localhost:8081/ws/ws/dataOutport?wsdl','Y','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 13:43:36.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 13:43:36.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('924b67541c7e4efa96105b1c3f05b6f7683e31ac35d441dab7f9aeacd97c9de3','AAAAAAAA','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','AAAAAAA','http://localhost:8081/ws/ws/dataOutport?wsdl','N','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 13:45:20.0','admin','2016-11-16 14:08:40.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('b8d92e1f70684bab8a29d806b048ff999ccf58e88b16426cbdc81d331f9ab3e5','中国','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','中国','http://localhost:8081/ws/ws/dataOutport?wsdl','A','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 13:48:40.0','admin','2016-11-16 14:08:32.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('2f88983099b74b00a336ac72107a3413fdfe302bc05a43318c7dc32e14dccab1','数据共享系统','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','数据共享系统','http://localhost:8081/ws/ws/dataOutport?wsdl','Y','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 13:49:45.0','548879f423ab47a8ad3498aeff31c8a1','2016-11-04 13:49:45.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('fd96ffb8efaa46e4a6b7404cbbeed3cb1f12c196bd2e4f1fb0d95e81662366cc','adfsf','ws','c3b5f378a8cc4d78b4364d7e9d4fc53e19d741315ce04e0dbcb57c6e75d3753d','asdfasdf','http://localhost:8081/ws/ws/dataOutport?wsdl','N','admin','2016-11-09 09:38:44.0','admin','2016-11-09 09:42:31.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('2fb84f604b2848329f09df52a269cc0ab896fdb3b43f4dc4aa1b12b381ed7362','s','WEB服务','2fb84f604b2848329f09df52a269cc0ab896fdb3b43f4dc4aa1b12b381ed7362','s','http://localhost:8081/ws/ws/dataOutport?wsdl','A','s','2016-11-02 09:17:18.0','admin','2016-11-25 11:11:43.0','Y','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s')
	('fd444a12d9f64740b44ba3be61c842f6f9f1399fed8147058349625febc61dc3','nnn','Y','838130b2feb64462b4c866dfff556d67ea76affad19d40479014db0314b0f8a5','nnn','http://localhost:8081/ws/ws/dataOutport?wsdl','A','548879f423ab47a8ad3498aeff31c8a1','2016-11-02 13:30:57.0','admin','2016-11-24 17:19:04.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('86865b5992ce4754ac37f70fdcb9b78d9d6cbc1747844334926b8dfffca9563f','曙光','di','838130b2feb64462b4c866dfff556d67ea76affad19d40479014db0314b0f8a5','nnn','http://localhost:8081/ws/ws/dataOutport?wsdl','A','548879f423ab47a8ad3498aeff31c8a1','2016-11-02 13:30:58.0','admin','2017-01-16 10:22:50.0','N',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
	('a77989e5b9274b73bc85786a5eb361423345217005364d3091a3deabdffd5607','000','Y','2bf7d26801df4676b7f045ec4ae7ba35576b113cbc824d5a867d8d4d6bd5be39','000','http://localhost:8081/ws/ws/dataOutport?wsdl','A','548879f423ab47a8ad3498aeff31c8a1','2016-11-02 13:33:00.0','admin','2016-11-24 17:19:06.0','Y',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)
